time,Lon,Lat,altitude,speed
2022-04-29 12:16:48,107.98471,33.522551666666665,840.6,0.0
2022-04-29 12:23:38,107.98456406460916,33.5226625727047,843.5,0.0
2022-04-29 12:23:44,107.98444409890052,33.52269112907261,843.2,0.07
2022-04-29 12:23:50,107.9842885715698,33.52272474502993,841.6,2.2048
2022-04-29 12:23:54,107.98415443289602,33.52273606431176,839.8,2.7313
2022-04-29 12:23:58,107.98403620116603,33.52275603420003,837.7,2.9565
2022-04-29 12:24:04,107.98390796247251,33.52278184692338,834.6,2.3408
2022-04-29 12:24:12,107.98381801687768,33.522848234173416,835.0,1.6197
2022-04-29 12:24:18,107.98383118609462,33.52295396675993,831.5,1.4585
2022-04-29 12:24:22,107.98385248982842,33.52305529422754,832.2,2.3245
2022-04-29 12:24:28,107.9838650585789,33.52318158749113,832.2,2.5504
2022-04-29 12:24:32,107.9838679318448,33.523295358336924,834.1,2.6732
2022-04-29 12:24:36,107.98386436627432,33.52340984937987,836.7,3.1727
2022-04-29 12:24:40,107.98385434957578,33.52352285901086,839.4,3.166
2022-04-29 12:24:44,107.98385717461817,33.52362626081616,839.5,3.0091
2022-04-29 12:24:48,107.98386137775567,33.52373233585121,839.6,2.9127
2022-04-29 12:24:52,107.98387563513366,33.52384362862065,837.7,3.0288
2022-04-29 12:24:56,107.98388572804396,33.52395693813547,837.5,3.1346
2022-04-29 12:25:00,107.9838697840902,33.52406574832699,839.8,3.0881
2022-04-29 12:25:04,107.98385043505004,33.52416517037544,842.3,2.923
2022-04-29 12:25:10,107.98385873544667,33.52427881876023,844.0,2.3714
2022-04-29 12:25:16,107.98388304450287,33.52441076654325,844.8,2.2897
2022-04-29 12:25:20,107.98390590359554,33.52452638673779,844.4,2.7873
2022-04-29 12:25:24,107.98393807705222,33.52462351999943,844.6,3.0251
2022-04-29 12:25:30,107.98396671385154,33.52472790459462,843.8,2.3106
2022-04-29 12:25:36,107.9840219916318,33.52484483797084,842.8,2.1508
2022-04-29 12:25:42,107.98407421051536,33.52496656020899,842.3,2.3622
2022-04-29 12:25:46,107.98412872039752,33.52507192150489,844.0,2.712
2022-04-29 12:25:50,107.98420342162552,33.52517198935075,845.3,3.2241
2022-04-29 12:25:56,107.9842624701159,33.52529826745309,848.8,2.8057
2022-04-29 12:26:00,107.9843081751206,33.52541218386288,848.9,2.8419
2022-04-29 12:26:04,107.9843478864195,33.52552172295492,848.5,3.2598
2022-04-29 12:26:08,107.98439747987167,33.52561973030679,846.6,3.0647
2022-04-29 12:26:14,107.98443515685268,33.52574386505017,842.2,2.5992
2022-04-29 12:26:18,107.98448211470394,33.52586830842683,837.5,2.8732
2022-04-29 12:26:22,107.98453053572024,33.52598308352093,834.7,3.5038
2022-04-29 12:26:26,107.98457052360727,33.52608750976089,834.7,3.2144
2022-04-29 12:26:32,107.984598477774,33.52619214685837,838.9,2.4085
2022-04-29 12:26:40,107.98461488471231,33.526285029116295,840.9,1.5961
2022-04-29 12:26:48,107.98464545661382,33.52640027054622,841.6,1.4718
2022-04-29 12:26:52,107.9846872960179,33.52650948438169,840.3,2.1538
2022-04-29 12:26:56,107.98473931264444,33.52662447985862,839.8,3.3007
2022-04-29 12:27:00,107.98480058529572,33.52674901576267,838.8,3.5788
2022-04-29 12:27:04,107.98487055961074,33.5268654043904,838.4,3.6778
2022-04-29 12:27:08,107.98494020189412,33.52697184106358,838.3,3.4942
2022-04-29 12:27:12,107.98501246933134,33.52708347521089,838.2,3.4483
2022-04-29 12:27:16,107.98507891620848,33.52720760662392,839.0,3.6499
2022-04-29 12:27:20,107.98515283643071,33.527338831309926,838.8,3.9042
2022-04-29 12:27:24,107.98522206937588,33.52745694799557,840.2,3.8422
2022-04-29 12:27:28,107.98527044782212,33.527564522351014,841.9,3.4202
2022-04-29 12:27:32,107.98530877021524,33.527673577050344,843.0,3.1742
2022-04-29 12:27:36,107.985360875954,33.527780163882795,843.7,3.1751
2022-04-29 12:27:40,107.985415435149,33.527894931279455,844.7,3.3156
2022-04-29 12:27:44,107.98547451662022,33.528015494456625,846.0,3.526
2022-04-29 12:27:48,107.98553629860164,33.52814039227312,846.7,3.688
2022-04-29 12:27:52,107.985602468206,33.52826515154791,847.0,3.7735
2022-04-29 12:27:56,107.98566364252714,33.52838561675887,847.6,3.7141
2022-04-29 12:28:00,107.98572883462283,33.52849299211021,847.8,3.4889
2022-04-29 12:28:04,107.98580305927338,33.52859819237351,847.8,3.3674
2022-04-29 12:28:08,107.9858841475447,33.52869961201898,848.6,3.3891
2022-04-29 12:28:12,107.9859784168107,33.52879516964766,848.8,3.4094
2022-04-29 12:28:16,107.98608056538797,33.528886568629694,849.1,3.4543
2022-04-29 12:28:20,107.98618450307488,33.52897702803373,849.9,3.4772
2022-04-29 12:28:24,107.98628933714956,33.52905640892166,850.8,3.38
2022-04-29 12:28:28,107.98639010810044,33.529124564672905,850.5,3.1433
2022-04-29 12:28:32,107.98649151395216,33.52918063850949,850.2,2.9102
2022-04-29 12:28:36,107.98658816047514,33.5292370866761,848.4,2.777
2022-04-29 12:28:40,107.98668930458498,33.52930114165339,848.8,2.8385
2022-04-29 12:28:44,107.98680235708972,33.52937110094612,848.0,3.1031
2022-04-29 12:28:48,107.986917140082,33.52944813935312,848.2,3.3382
2022-04-29 12:28:52,107.98703184219886,33.52952363754274,848.1,3.4007
2022-04-29 12:28:56,107.98713852788572,33.52959548492888,849.0,3.2824
2022-04-29 12:29:00,107.98724203847728,33.52966326869367,849.5,3.1142
